article,qty,price,brand,cat2,cat3,name,cat4,Function,title2,value2,title3,value3,title4,value4,title5,value5,dimensions,descrizione_materiale,cd_stato_materiale,article_code
E03003X,1,950,NATUZZI,COFFEE TABLES,,Saturday,Round,ANGULAR,Structure,METAL,Frame finishing,Black Brunito,Top,LACQUERED WOOD,Top finishing,GLOSSY ANTHRACITE,52X52 H45,SATURDAY TAV Ã¸52 ANTRAClucNERObrun,Y2,DDE030T0000003X
E03004X,1,950,NATUZZI,COFFEE TABLES,,Saturday,Round,ANGULAR,Structure,METAL,Frame finishing,Black Brunito,Top,LACQUERED WOOD,Top finishing,Glossy White Chalk,52X52 H45,SATURDAY TAV Ã¸52 BIANCGESSOlucNERObrun,Y2,DDE030T0000004X
E03006X,1,710,NATUZZI,COFFEE TABLES,,Saturday,Round,Accent,Structure,METAL,Frame finishing,Black Brunito,Top,RESIN,Top finishing,Concrete Steel Base,38X38 H40,SATURDAY TAV D38 RESINACEMENTO/NEROBR,Y2,DDE030T0000006X
E04301X,1,2350,NATUZZI,COFFEE TABLES,,Skyline,square,Central,Structure,METAL,Frame finishing,Black gloss crome,Top,BLACK GRANITE,Top finishing,,85X85 H22,SKYLINE Tav 85x85 CromNe/Granit ne,Y2,DDE04300000001X
E04302X,1,2350,NATUZZI,COFFEE TABLES,,Skyline,square,Central,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,CALACATTA MARBLE,Top finishing,,85X85 H22,SKYLINE Tav 85x85 Cromo/Calacat op,Y2,DDE04300000002X
E04305X,1,2610,NATUZZI,COFFEE TABLES,,Skyline,square,Central,Structure,METAL,Frame finishing,MATT GRAPHITE,Top,MARBLE,Top finishing,INVISIBLE GRAY,85X85 H22,Skyline Grafite/Invisible Gray L85x85,Y2,DDE04300000005X
E04303X,1,2370,NATUZZI,COFFEE TABLES,,Skyline,Rectangular,Central,Structure,METAL,Frame finishing,Black gloss crome,Top,BLACK GRANITE,Top finishing,,40X106 H40,SKYLINE Tav 106x40 CromNe/Gran. Ne,Y2,DDE04300000003X
E04304X,1,2370,NATUZZI,COFFEE TABLES,,Skyline,Rectangular,Central,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,CALACATTA MARBLE,Top finishing,,40X106 H40,SKYLINE Tav 106x40 Crom/Calacat op,Y2,DDE04300000004X
E04306X,1,2110,NATUZZI,COFFEE TABLES,,Skyline,Rectangular,Central,Structure,METAL,Frame finishing,MATT GRAPHITE,Top,MARBLE,Top finishing,INVISIBLE GRAY,106X40 H40,Skyline Grafite/Invisible Gray L106x40,Y2,DDE04300000006X
Q124001XNA,1,2850,NATUZZI,COFFEE TABLES,,SPLASH,MULTIFORM,CENTRAL,Structure,METAL,Frame finishing,Violet,Top,MARBLE,Top finishing,Lilac Marble,96X100 H35,Splash Plum/Lilac Marble L100 P96 H35,Y2,Q124001XNA
Q124002XNA,1,1800,NATUZZI,COFFEE TABLES,,SPLASH,MULTIFORM,ACCENT,Structure,METAL,Frame finishing,Violet,Top,MARBLE,Top finishing,Lilac Marble,61X70 H45,Splash Plum/Lilac Marble L70 P61 H45,Y2,Q124002XNA
Q124003XNA,1,3140,NATUZZI,COFFEE TABLES,,SPLASH,MULTIFORM,CENTRAL,Structure,METAL,Frame finishing,DARK GREEN,Top,MARBLE,Top finishing,Green Calacatta,100X96 H35,Splash Green/Calacatta Green L100 P96,Y2,Q124003XNA
Q124004XNA,1,1990,NATUZZI,COFFEE TABLES,,SPLASH,MULTIFORM,ACCENT,Structure,METAL,Frame finishing,DARK GREEN,Top,MARBLE,Top finishing,Green Calacatta,70X61 H45,Splash Green/Calacatta Green L70 P61 H45,Y2,Q124004XNA
Q124005XNA,1,2980,NATUZZI,COFFEE TABLES,,SPLASH,MULTIFORM,CENTRAL,Structure,METAL,Frame finishing,MATT COFFEE,Top,MARBLE,Top finishing,Volakas,100X96 H35,Splash Caffe'/Volakas  L100 P96 H35,Y2,Q124005XNA
Q124006XNA,1,1890,NATUZZI,COFFEE TABLES,,SPLASH,MULTIFORM,ACCENT,Structure,METAL,Frame finishing,MATT COFFEE,Top,MARBLE,Top finishing,Volakas,70X61 H45,Splash Caffe'/Volakas L70 P61 H45,Y2,Q124006XNA
Q092003XNA,1,1580,NATUZZI,COFFEE TABLES,,SQUARE,Rectangular,CENTRAL WITH CASTORS,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,120X76 H43,Square Multif.Tab. w/wheels SmokedOak,Y2,Q092003XNA
Q092004XNA,1,1580,NATUZZI,COFFEE TABLES,,SQUARE,Rectangular,CENTRAL WITH CASTORS,Structure,WOOD,Frame finishing,Ash wood tobacco,Top,WOOD,Top finishing,Ash wood tobacco,120X76 H43,Square Multif.Tab. w/wheels AshwoodTobac,Y2,Q092004XNA
Q092007XNA,1,1500,NATUZZI,COFFEE TABLES,,SQUARE,Rectangular,CENTRAL WITH CASTORS,Structure,WOOD,Frame finishing,GRAPHITE OAK,Top,WOOD,Top finishing,GRAPHITE OAK,120X76 H48,Square Multif.Tab. w/wheels Graph.Oak,Y2,Q092007XNA
Q123001XNA,1,4700,NATUZZI,COFFEE TABLES,,TEMPIO,Rectangular,Central,Structure,MARBLE,Frame finishing,TRAVERTINE WHITE,Top,MARBLE,Top finishing,TRAVERTINE WHITE,100X155 H34,Tempio Marble Travertino L155 W100 H34,Y2,Q123001XNA
Q123002XNA,1,1810,NATUZZI,COFFEE TABLES,,TEMPIO,Rectangular,Central,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,100X155 H34,Tempio Smoked Oak L155 W100 H34,Y2,Q123002XNA
Q123003XNA,1,3170,NATUZZI,COFFEE TABLES,,TEMPIO,Round,Central,Structure,MARBLE,Frame finishing,TRAVERTINE WHITE,Top,MARBLE,Top finishing,TRAVERTINE WHITE,100X100 H34,Tempio Round White Travertino D100cm,Y2,Q123003XNA
Q123004XNA,1,3960,NATUZZI,COFFEE TABLES,,TEMPIO,Round,Central,Structure,MARBLE,Frame finishing,TRAVERTINE WHITE,Top,MARBLE,Top finishing,TRAVERTINE WHITE,130X130 H34,Tempio Round White Travertino D130cm,Y2,Q123004XNA
Q123005XNA,1,1480,NATUZZI,COFFEE TABLES,,TEMPIO,Round,ANGULAR,Structure,MARBLE,Frame finishing,TRAVERTINE WHITE,Top,MARBLE,Top finishing,TRAVERTINE WHITE,66X66 H45,Tempio Accent White Travertino D66 cm,Y2,Q123005XNA
Q123007XNA,1,1520,NATUZZI,COFFEE TABLES,,TEMPIO,Round,Central,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,100X100 H34,Tempio Round Smoked Oak D100 cm,Y2,Q123007XNA
Q123008XNA,1,1770,NATUZZI,COFFEE TABLES,,TEMPIO,Round,Central,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,130X130 H34,Tempio Round Smoked Oak D130 cm,Y2,Q123008XNA
Q123009XNA,1,1120,NATUZZI,COFFEE TABLES,,TEMPIO,Round,ANGULAR,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,66X66 H45,Tempio Accent  Smoked Oak D66 cm,Y2,Q123009XNA
Q123010XNA,1,1440,NATUZZI,COFFEE TABLES,,TEMPIO,Round,Central,Structure,WOOD,Frame finishing,WALNUT,Top,WOOD,Top finishing,WALNUT,100X155 H34,Tempio Round Walnut D100 cm,Y2,Q123010XNA
Q123011XNA,1,1690,NATUZZI,COFFEE TABLES,,TEMPIO,Round,Central,Structure,WOOD,Frame finishing,WALNUT,Top,WOOD,Top finishing,WALNUT,130X130 H34,Tempio Round Walnut D130 cm,Y2,Q123011XNA
Q123012XNA,1,1040,NATUZZI,COFFEE TABLES,,TEMPIO,Round,ANGULAR,Structure,WOOD,Frame finishing,WALNUT,Top,WOOD,Top finishing,WALNUT,66X66 H45,Tempio Accent  Walnut D66 cm,Y2,Q123012XNA
T13401X,1,900,NATUZZI,COFFEE TABLES,,TEMPO,square,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,WOOD,Top finishing,SMOKED OAK,90X90 H38,TEMPO Centr.90x90H38 Anthr/Sm.Oak,Y2,DDT13400000001X
T13403X,1,2080,NATUZZI,COFFEE TABLES,,TEMPO,square,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,MARBLE,Top finishing,Lilac Marble,90X90 H38,TEMPO Centr.90x90H38 Anthr/Lilac,Y2,DDT13400000003X
T134M04,1,1610,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,METAL,Top finishing,NICKEL SILVER,73X118 H39,TEMPO CENT.TAB.118X73 H39 DARK GREY-SILV,Y2,DDT134CFRM2315P
T134M05,1,1720,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,METAL,Top finishing,NICKEL SILVER,70X148 H25,TEMPO CENT.TAB.148X70 H25 DARK GREY-SILV,Y2,DDT134CFRV2315P
T134MM5,1,860,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,GLASS,Top finishing,GLAZED COFFEE,70X148 H25,TEMPO TAV.CENT.148X70 H25 ANTR.VET.CAFFE,Y2,DDT134CFR16324P
T134MM7,1,790,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,GLASS,Top finishing,GLAZED COFFEE,73X118 H39,TEMPO TAV.CENTR.118X73 H39 ANTR.VET.CAFF,Y2,DDT134CFRW6324P
T134MX3,1,1900,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,73X118 H39,TEMPO TAV.CENT.118X73 H39 ANTR.CALAC.ORO,Y2,DDT134CFR26363P
T134MXS,1,990,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,ACCENT,Structure,METAL,Frame finishing,ANTHRACITE,Top,METAL,Top finishing,NICKEL SILVER,46X56 H50,TEMPO ACCENT 56X46 H50 DARK GREY-SILVER,Y2,DDT134SFR26363P
T134XX3,1,2130,NATUZZI,COFFEE TABLES,,TEMPO,Rectangular,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,70X148 H25,TEMPO TAV.CENT.148X70 H25 ANTR.CALAC.ORO,Y2,DDT134CFRW6363P
T845006XNA,1,1050,NATUZZI,COFFEE TABLES,,VOYAGE,MULTIFORM,CENTRAL,Structure,METAL,Frame finishing,GOLD,Top,METAL,Top finishing,GOLD,67X53 H41,VOYAGE Mag.Rack 53x67H41 Gold,Y2,T845006XNA
T845004XNA,1,2890,NATUZZI,COFFEE TABLES,,VOYAGE,Round,Central,Structure,METAL,Frame finishing,GOLD,Top,MARBLE,Top finishing,Stardust,100X100 H44,VOYAGE CentrÃ¸100H44 Gold/Stardust St.,Y2,T845004XNA
T845005XNA,1,2710,NATUZZI,COFFEE TABLES,,VOYAGE,Round,Central,Structure,METAL,Frame finishing,GOLD,Top,GLASS,Top finishing,Gold & Glass,100X100 H44,VOYAGE Centr.Ã¸100H44 Gold&Glass,Y2,T845005XNA
Q123006XNA,1,3860,NATUZZI,COFFEE TABLES,COFFEE TABLE,TEMPIO,RECTANGULAR,Central,Structure,MARBLE,Frame finishing,WHITE CARRARA,Top,MARBLE,Top finishing,WHITE CARRARA,100X155 H34,Tempio Rectrangular Marble Carrara L155,Y0,Q123006XNA
L51402G,1,1370,NATUZZI,LAMPS,,Colosseo,,Stand lamp,Structure,METAL,Frame finishing,BLACK CHROME,Lampshade,,Lampshade finishing,,13X26 H141,COLOSSEO FLOOR LAMP H141 BLACK CHROME,Y2,DDL51400000002G
L51404G,1,1130,NATUZZI,LAMPS,,Colosseo,,Table lamp,Structure,METAL,Frame finishing,BLACK CHROME,Lampshade,,Lampshade finishing,,22X27 H49,COLOSSEO TABLE LAMP H49 BLACK CHROME,Y2,DDL51400000004G
L51411G,1,3510,NATUZZI,LAMPS,,Colosseo,,Stand lamp,Structure,METAL,Frame finishing,MATT BLACK,Lampshade,PLEXIGLASS,Lampshade finishing,WHITE,30X145 H200,COLOSSEO ARCH LAMP BLACK/WHITE,Y2,DDL51400000011G
L51412G,1,1610,NATUZZI,LAMPS,,Colosseo,,Stand lamp,Structure,METAL,Frame finishing,CHAMPAGNE,Lampshade,METAL,Lampshade finishing,CHAMPAGNE,26X13 H141,COLOSSEO FLOOR LAMP H141 CHAMPAGNE,Y2,DDL51400000012G
L51413G,1,1320,NATUZZI,LAMPS,,Colosseo,,Table lamp,Structure,METAL,Frame finishing,CHAMPAGNE,Lampshade,METAL,Lampshade finishing,CHAMPAGNE,22X27 H49,COLOSSEO TABLE LAMP H49 CHAMPAGNE,Y2,DDL51400000013G
L51416G,1,3510,NATUZZI,LAMPS,,Colosseo,,Stand lamp,Structure,METAL,Frame finishing,CHAMPAGNE,Lampshade,PLEXIGLASS,Lampshade finishing,,30X145 H200,COLOSSEO ARCH LAMP Champag/WHITE,Y2,DDL51400000016G
N942001XNA,1,180,NATUZZI,LAMPS,,GERMOGLIO,,Table lamp,Structure,METAL,Frame finishing,GOLD,Lampshade,METAL,Lampshade finishing,,25X6 H30,GERMOGLIO Table lamp GOLD H30,Y2,N942001XNA
R849LBX,1,4010,NATUZZI,RUGS,,AFFRESCO,RECTANGULAR,,Material,WOOL,Color,BLUE,Material 2,COTTON,Color 2,,280X380,AFFRESCO RUG 380X280 BLUE,Y2,DDR849RLN06000X
R849LGX,1,4010,NATUZZI,RUGS,,AFFRESCO,RECTANGULAR,,Material,WOOL,Color,GREY,Material 2,COTTON,Color 2,,280X380,AFFRESCO RUG 380X280 GREY,Y2,DDR849RLN01100X
R849LMX,1,4010,NATUZZI,RUGS,,AFFRESCO,RECTANGULAR,,Material,WOOL,Color,BROWN,Material 2,COTTON,Color 2,,280X380,AFFRESCO RUG 380X280 BROWN,Y2,DDR849RLN05500X
R849LNX,1,4010,NATUZZI,RUGS,,AFFRESCO,RECTANGULAR,,Material,WOOL,Color,NATURAL,Material 2,COTTON,Color 2,,280X380,AFFRESCO RUG 380X280 NATURAL,Y2,DDR849RLN00100X
R70502X,1,5520,NATUZZI,RUGS,,BERBERO,RECTANGULAR,,Material,BANANA SILK,Color,SMOKE GREY,Material 2,,Color 2,BROWN,300X400,BERBERO Rug 3x4 Grey/Brown,Y2,DDR70500000002X
R70503X,1,2790,NATUZZI,RUGS,,BERBERO,RECTANGULAR,,Material,BANANA SILK,Color,TAUPE,Material 2,,Color 2,BROWN,200X300,BERBERO Rug 2x3 Taupe/Brown,Y2,DDR70500000003X
R70504X,1,5520,NATUZZI,RUGS,,BERBERO,RECTANGULAR,,Material,BANANA SILK,Color,TAUPE,Material 2,,Color 2,BROWN,300X400,BERBERO Rug 3x4 Taupe/Brown,Y2,DDR70500000004X
V840002XNA,1,3990,NATUZZI,RUGS,,CALCADA,RECTANGULAR,,Material,WOOL,Color,BLUE,Material 2,COTTON,Color 2,,300X400,CALCADA Tapp.RETT.300x400  BLU,YP,V840002XNA
V854001XNA,1,1970,NATUZZI,RUGS,,GLOBES,RECTANGULAR,,Material,WOOL,Color,BLUE,Material 2,VISCOSE,Color 2,,200X300,GLOBES Tapp.RETT.200x300  BLU,Y2,V854001XNA
V854002XNA,1,3930,NATUZZI,RUGS,,GLOBES,RECTANGULAR,,Material,WOOL,Color,BLUE,Material 2,VISCOSE,Color 2,,300X400,GLOBES Tapp.RETT.300x400  BLU,Y2,V854002XNA
V854003XNA,1,1710,NATUZZI,RUGS,,GLOBES,,,Material,WOOL,Color,BEIGE,Material 2,VISCOSE,Color 2,WALNUT,300X200 H2,GLOBES Rug 200x300 BEIGE/WALNUT,Y2,V854003XNA
V854004XNA,1,3410,NATUZZI,RUGS,,GLOBES,,,Material,WOOL,Color,BEIGE,Material 2,VISCOSE,Color 2,WALNUT,400X300 H2,GLOBES Rug 300x400 BEIGE/WALNUT,Y2,V854004XNA
R882001XNA,1,2140,NATUZZI,RUGS,,GORGONIA,RECTANGULAR,,Material,PET,Color,GREY,Material 2,PET,Color 2,GOLD,200X300,GORGONIA Rug 200x300 Gray/Gold,YP,R882001XNA
R70703X,1,2140,NATUZZI,RUGS,,JADE,RECTANGULAR,,Material,WOOL,Color,LIGHT GREY,Material 2,COTTON,Color 2,CHAMPAGNE,300X400,JADE Rug 3x4 Light Grey/Champagne,YP,DDR70700000003X
R912001XNA,1,3050,NATUZZI,RUGS,,KURA,RECTANGULAR,,Material,WOOL,Color,BLACK,Material 2,POLYESTER,Color 2,,300X400,KURA Rug 300x400 Black,YP,R912001XNA
R912002XNA,1,1520,NATUZZI,RUGS,,KURA,RECTANGULAR,,Material,WOOL,Color,BLACK,Material 2,POLYESTER,Color 2,,200X300,KURA Rug 200x300  Black,YP,R912002XNA
R912004XNA,1,1520,NATUZZI,RUGS,,KURA,RECTANGULAR,,Material,WOOL,Color,DARK GREY,Material 2,POLYESTER,Color 2,,200X300,KURA Rug 200x300  Dark Gray,YP,R912004XNA
V842001XNA,1,2280,NATUZZI,RUGS,,LUCE,RECTANGULAR,,Material,WOOL,Color,,Material 2,TENCEL,Color 2,,200X300,LUCE Tapp.RETT.200x300  Terracotta,Y2,V842001XNA
V842002XNA,1,4560,NATUZZI,RUGS,,LUCE,RECTANGULAR,,Material,WOOL,Color,,Material 2,TENCEL,Color 2,,300X400,LUCE Tapp.RETT.300x400  Terracotta,Y2,V842002XNA
R70401X,1,3900,NATUZZI,RUGS,,MAGNA GRECIA,RECTANGULAR,,Material,POLYAMIDE,Color,Night blue,Material 2,,Color 2,TAUPE,200X300,MAGNAGRECIA Rug 2X3  Blue/Taupe,YP,DDR70400000001X
R70402X,1,5620,NATUZZI,RUGS,,MAGNA GRECIA,RECTANGULAR,,Material,POLYAMIDE,Color,Night blue,Material 2,,Color 2,TAUPE,300X400,MAGNAGRECIA Rug 3X4 Blue/Taupe,YP,DDR70400000002X
V980001XNA,1,2650,NATUZZI,RUGS,,MEMORIA,,,Material,WOOL,Color,GREY,Material 2,WOOL,Color 2,LILLAC,300X297 H2,MEMORIA Rug 300x297 GREY/LILAC,Y2,V980001XNA
V980002XNA,1,2650,NATUZZI,RUGS,,MEMORIA,,,Material,WOOL,Color,BEIGE,Material 2,WOOL,Color 2,BROWN,300X297 H2,MEMORIA Rug 300x297 BEIGE/BROWN,Y2,V980002XNA
V980003XNA,1,2650,NATUZZI,RUGS,,MEMORIA,,,Material,WOOL,Color,Greige,Material 2,WOOL,Color 2,GREEN,300X297 H2,MEMORIA Rug 300x297 GREIGE/GREEN,Y2,V980003XNA
V841002XNA,1,8210,NATUZZI,RUGS,,NEW DECO',RECTANGULAR,,Material,WOOL,Color,GREY,Material 2,TENCEL,Color 2,,300X400,NEW DECO Tapp.RETT.300x400  GRIGIO,YP,V841002XNA
V919002XNA,1,2080,NATUZZI,RUGS,,PAPEL,RECTANGULAR,,Material,PAPER,Color,BLACK,Material 2,COTTON,Color 2,NATURAL,300X400,PAPEL RUG 300X400 NERO NAT.BIANCO,YP,V919002XNA
V919003XNA,1,3460,NATUZZI,RUGS,,PAPEL,RECTANGULAR,,Material,PAPER,Color,BLACK,Material 2,COTTON,Color 2,NATURAL,400X500,PAPEL RUG 400X500 NERO NAT.BIANCO,YP,V919003XNA
V919004XNA,1,1040,NATUZZI,RUGS,,PAPEL,RECTANGULAR,,Material,PAPER,Color,Rope,Material 2,COTTON,Color 2,WHITE,200X300,PAPEL RUG 200X300 CORDA E BIANCO,YP,V919004XNA
V919005XNA,1,2080,NATUZZI,RUGS,,PAPEL,RECTANGULAR,,Material,PAPER,Color,Rope,Material 2,COTTON,Color 2,WHITE,300X400,PAPEL RUG 300X400 CORDA E BIANCO,YP,V919005XNA
V919006XNA,1,3460,NATUZZI,RUGS,,PAPEL,RECTANGULAR,,Material,PAPER,Color,Rope,Material 2,COTTON,Color 2,WHITE,400X500,PAPEL RUG 400X500 CORDA E BIANCO,YP,V919006XNA
R85901X,1,2570,NATUZZI,RUGS,,SETI,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,MINK,Material 2,,Color 2,,200X300,SETI tappeto 300x200 VISONE,Y2,DDR859R0000001X
R85903X,1,2570,NATUZZI,RUGS,,SETI,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,SEA WATER,Material 2,,Color 2,,200X300,SETI tappeto 300x200 ACQUA MARINA,Y2,DDR859R0000003X
R85904X,1,5810,NATUZZI,RUGS,,SETI,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,SEA WATER,Material 2,,Color 2,,300X400,SETI Tappeto.300x400 Acqua Marina,Y2,DDR85900000004X
R85905X,1,5810,NATUZZI,RUGS,,SETI,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,SILVER,Material 2,,Color 2,,300X400,SETI Tappeto.300x400 Argento,Y2,DDR85900000005X
R85906X,1,5810,NATUZZI,RUGS,,SETI,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,MINK,Material 2,,Color 2,,300X400,SETI Tappeto 300x400 Visone,Y2,DDR85900000006X
R859VNX,1,2570,NATUZZI,RUGS,,SETI,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,SILVER,Material 2,,Color 2,,200X300,SETI RUG 200X300 SILVER,Y2,DDR859RVS00000X
V839002XNA,1,3690,NATUZZI,RUGS,,SILENCE,RECTANGULAR,,Material,WOOL,Color,GREY,Material 2,COTTON,Color 2,,300X400,SILENCE Tapp.RETT.300x400  GRIGIO,YP,V839002XNA
V843001XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,DEEP LICHEN GREEN,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tap.RETT.200x300 DEE.LIC.GRE,Y2,V843001XNA
V843002XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,DEEP LICHEN GREEN,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tap.RETT.300x400  DEE.LIC.GRE,Y2,V843002XNA
V843003XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,GRANITE GREY,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  GRAN.GRAY,Y2,V843003XNA
V843004XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,GRANITE GREY,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  GRAN.GRAY,Y2,V843004XNA
V843005XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MAJOR BROWN,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  MAJ.BROWN,Y2,V843005XNA
V843006XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MAJOR BROWN,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  MAJ.BROWN,Y2,V843006XNA
V843007XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,COCONUT SHELL,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  COCO.SHELL,Y2,V843007XNA
V843008XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,COCONUT SHELL,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  COCO.SHELL,Y2,V843008XNA
V843009XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,TAP SHOE,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  TAP SHOE,Y2,V843009XNA
V843010XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,TAP SHOE,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  TAP SHOE,Y2,V843010XNA
V843011XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,WALNUT,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  WALNUT,Y2,V843011XNA
V843012XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,WALNUT,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  WALNUT,Y2,V843012XNA
V843013XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MARRON,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  MARRON,Y2,V843013XNA
V843014XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MARRON,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  MARRON,Y2,V843014XNA
V843015XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,DIJON,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  DIJON,Y2,V843015XNA
V843016XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,DIJON,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  DIJON,Y2,V843016XNA
V843017XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,CHERRY MOHOGANY,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tap.RET.200x300CHERRY MAHOGA.,Y2,V843017XNA
V843018XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,CHERRY MOHOGANY,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tap.RET.300x400CHERRY MAHOGA.,Y2,V843018XNA
V843019XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MOONLIT OCEAN,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tap.RET.200x300 MOONLIT OCEAN,Y2,V843019XNA
V843020XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MOONLIT OCEAN,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tap.RET.300x400 MOONLIT OCEAN,Y2,V843020XNA
V843021XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,ANTARCTICA,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  ANTARCTICA,Y2,V843021XNA
V843022XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,ANTARCTICA,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  ANTARCTICA,Y2,V843022XNA
V843023XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MUSHROOM,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tapp.RETT.200x300  MUSHROOM,Y2,V843023XNA
V843024XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,MUSHROOM,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tapp.RETT.300x400  MUSHROOM,Y2,V843024XNA
