Codice1;Codice2;Colore;Collezione;Materiale
10RB;10RB;FC_YELLOW;PO;PELLE
10RB;10RB;GIALLO;PO;PELLE
10RC;10RC;FC_BLACK;PO;PELLE
10RC;10RC;NERO;PO;PELLE
10RD;10RD;FC_ORANGE;PO;PELLE
10RD;10RD;TERRACOTTA;PO;PELLE
10RE;10RE;FC_RED;PO;PELLE
10RE;10RE;ROSSO;PO;PELLE
10RF;10RF;FC_BROWN;PO;PELLE
10RF;10RF;MARRONE;PO;PELLE
10RG;10RG;BLU;PO;PELLE
10RG;10RG;FC_BLUE;PO;PELLE
10RH;10RH;BIANCO;PO;PELLE
10RH;10RH;FC_WHITE;PO;PELLE
10RI;10RI;BEIGE ROSATO;PO;PELLE
10RI;10RI;FC_BEIGE;PO;PELLE
10RL;10RL;FC_BROWN;PO;PELLE
10RL;10RL;TESTA DI MORO;PO;PELLE
10RM;10RM;MELANZANA;PO;PELLE
10RN;10RN;LILLA;PO;PELLE
10RP;10RP;PLATINO;PO;PELLE
10RR;10RR;VERDE;PO;PELLE
10RS;10RS;ANTRACITE;PO;PELLE
10RT;10RT;TORTORA SCURO;PO;PELLE
10RU;10RU;BIANCO OTTICO;PO;PELLE
10RV;10RV;GRIGIO FUMO;PO;PELLE
10RZ;10RZ;GRIGIO MEDIO;PO;PELLE
10SA;10SA;AVORIO;DENVER BUFFALO;PELLE
10SB;10SB;BEIGE 2;DENVER BUFFALO;PELLE
10SC;10SC;GIALLO;DENVER BUFFALO;PELLE
10SD;10SD;ROSSO;DENVER BUFFALO;PELLE
10SF;10SF;MARRONE;DENVER BUFFALO;PELLE
10TA;10TA;CREMA;RANGE BUFALO;PELLE
10TB;10TB;MARRONE SCURO;RANGE BUFALO;PELLE
10TC;10TC;BIANCO;RANGE BUFALO;PELLE
10TD;10TD;VERDE;RANGE BUFALO;PELLE
10TE;10TE;BLU;RANGE BUFALO;PELLE
10TF;10TF;NERO;RANGE BUFALO;PELLE
10TG;10TG;GIALLO;RANGE BUFALO;PELLE
10TH;10TH;BORDEAUX;RANGE BUFALO;PELLE
10UA;10UA;FC_TAN;TEVERE;PELLE
10UA;10UA;RUGGINE;TEVERE;PELLE
10UB;10UB;AZZURRO COBALTO;TEVERE;PELLE
10UB;10UB;FC_BLUE;TEVERE;PELLE
10UC;10UC;FC_GREEN;TEVERE;PELLE
10UC;10UC;VERDE SALICE;TEVERE;PELLE
10UD;10UD;FC_YELLOW;TEVERE;PELLE
10UD;10UD;GIALLO AVENA;TEVERE;PELLE
10UE;10UE;PRUGNA;TEVERE;PELLE
10UF;10UF;BIANCO;TEVERE;PELLE
10UG;10UG;GIALLO ORO;TEVERE;PELLE
10UG;10UG;GIALLO ORO IK;TEVERE;PELLE
10UH;10UH;FC_BLUE;TEVERE;PELLE
10UH;10UH;TURCHESE;TEVERE;PELLE
10UH;10UH;TURESE IK;TEVERE;PELLE
10UI;10UI;MARRONE SCURO;TEVERE;PELLE
10UL;10UL;BIANCO OTTICO;TEVERE;PELLE
10UL;10UL;BIANCO OTTICO IK;TEVERE;PELLE
10UM;10UM;TERRACOTTA;TEVERE;PELLE
10UM;10UM;TERRACOTTA TEV IK;TEVERE;PELLE
10UN;10UN;CUOIO 2;TEVERE;PELLE
10UP;10UP;ACQUA;TEVERE;PELLE
10UP;10UP;FC_BLUE;TEVERE;PELLE
10UQ;10UQ;CUOIO;TEVERE;PELLE
10UR;10UR;BIANCO OTTICO 2;TEVERE;PELLE
10US;10US;GRIGIO VAPORE;TEVERE;PELLE
10VA;10VA;BEIGE;PORTLAND;PELLE
10VB;10VB;FC_TAUPE;PORTLAND;PELLE
10VB;10VB;TORTORA;PORTLAND;PELLE
10VC;10VC;COGNAC;PORTLAND;PELLE
10VD;10VD;MARRONE;PORTLAND;PELLE
10VF;10VF;VERDE;CAYENNE;PELLE
10WA;10WA;MARRONE;LAMA;PELLE
10WB;10WB;NERO;LAMA;PELLE
10WC;10WC;BIANCO LATTE;LAMA;PELLE
10WD;10WD;AVORIO;LAMA;PELLE
10WF;10WF;COGNAC;ISCHIA;PELLE
10WG;10WG;NAVY BLU;ISCHIA;PELLE
10WH;10WH;CIOCCOLATO;ISCHIA;PELLE
10XB;10XB;TESTA DI MORO;KINGSTONE;PELLE
10XC;10XC;BLU SCURO;KINGSTONE;PELLE
10XD;10XD;AVENA;KINGSTONE;PELLE
10XE;10XE;MARRONE ROSSICCIO;KINGSTONE;PELLE
10XF;10XF;MERLOT;AUSTIN;PELLE
10XG;10XG;CIOCCOLATO;AUSTIN;PELLE
10YA;10YA;MARRONE;CANYON CROCO;PELLE
10YB;10YB;NERO;CANYON CROCO;PELLE
10YC;10YC;OCEANO;BUFALO;PELLE
10YD;10YD;VERDE BOTTIGLIA;BUFALO;PELLE
10YE;10YE;CORALLO;BUFALO;PELLE
10YG;10YG;TERRA;BUFALO;PELLE
10YH;10YH;MIELE;BUFALO;PELLE
10YI;10YI;PANNA;BUFALO;PELLE
10YM;10YM;MARRONE SCURO;BARI;PELLE
10YN;10YN;CARAMELLO;BARI;PELLE
10YO;10YO;GRIGIO MEDIO;BARI;PELLE
10YP;10YP;NERO;BARI;PELLE
10YQ;10YQ;BIANCO;BARI;PELLE
10YR;10YR;MARRONE CHIARO;BARI;PELLE
10YS;10YS;TORTORA SCURO;BARI;PELLE
10YT;10YT;CUOIO;BARI;PELLE
10ZA;10ZA;CASTAGNA;MATERA;PELLE
10ZB;10ZB;MARRONE;MATERA;PELLE
10ZC;10ZC;MARRONE SCURO;MATERA;PELLE
10ZD;10ZD;SASSO;MATERA;PELLE
10ZE;10ZE;CORDA;MATERA;PELLE
10ZF;10ZF;SABBIA;MATERA;PELLE
10ZG;10ZG;WHISKY;MATERA;PELLE
10ZH;10ZH;VERDE ACQUA;MATERA;PELLE
10ZI;10ZI;ROSSO TROPICALE;MATERA;PELLE
10ZL;10ZL;GIALLO MAIS;MATERA;PELLE
10ZM;10ZM;ANTRACITE 2;MATERA;PELLE
10ZN;10ZN;CANNA DI FUCILE;MATERA;PELLE
10ZS;10ZS;TOAST;MATERA;PELLE
10ZT;10ZT;GRAFITE;MATERA;PELLE
10ZV;10ZV;ANTRACITE;MATERA;PELLE
10ZZ;10ZZ;GRE SC MX GRI;MATERA;PELLE
12B1;12B1;BLU;DENVER;PELLE
12B2;12B2;BEIGE CH.MX GIALLA;DENVER BUFFALO;PELLE
12B3;12B3;CUOIO CH.MX GIALLA;DENVER BUFFALO;PELLE
12BF;12BF;BEIGE ROSATO;DENVER;PELLE
12BG;12BG;BEIGE;DENVER;PELLE
12BH;12BH;TESTA DI MORO;DENVER;PELLE
12BI;12BI;ANTRACITE;DENVER;PELLE
12BK;12BK;GRIGIO SCURO;DENVER;PELLE
12BL;12BL;BIANCO;DENVER;PELLE
12BN;12BN;TERRACOTTA;DENVER;PELLE
12BR;12BR;ROSSO NUVOLATO;DENVER;PELLE
12BS;12BS;GREIGE CHIARO;DENVER;PELLE
12BT;12BT;TORTORA SCURO;DENVER;PELLE
12BU;12BU;NERO;DENVER;PELLE
12BY;12BY;BIANCO OTTICO;DENVER;PELLE
12BZ;12BZ;GRIGIO MEDIO;DENVER;PELLE
1500;1500;MARRONE SCURO;MONZA;PELLE
1501;1501;VERDE;HEIRLOOM;PELLE
1502;1502;VERDE ACQUA;MONZA;PELLE
1503;1503;ARANCIO;MONZA;PELLE
1505;1505;MARRONE SCURO;INDIANAPOLIS;PELLE
1506;1506;MARRONE;INDIANAPOLIS;PELLE
1507;1507;BORDEAUX;MONZA;PELLE
1508;1508;VERDE OLIVA;MONZA;PELLE
1509;1509;MARRONE;MONZA;PELLE
1510;1510;BIANCO AURORA;SUZUKA;PELLE
1513;1513;BORDEAUX;INDIANAPOLIS;PELLE
1514;1514;BLU;MONZA;PELLE
1516;1516;CAMOSCIO;MONZA;PELLE
1517;1517;ANTRACITE;MONZA;PELLE
1518;1518;VERDE;INDIANAPOLIS;PELLE
1519;1519;FUNGO;LE MANS;PELLE
151A;151A;MARRONE DORATO;TACOMA;PELLE
151B;151B;CASTAGNA;TACOMA;PELLE
151C;151C;MARRONE;TACOMA;PELLE
151D;151D;BORDEAUX;TACOMA;PELLE
151E;151E;SABBIA;TACOMA;PELLE
151F;151F;AVORIO;TACOMA;PELLE
151G;151G;MARR.MX RAME;NEPTUNE;PELLE
151H;151H;GREIGE SC MX GRIG;NEPTUNE;PELLE
151I;151I;BLU SCURO;NEPTUNE;PELLE
151L;151L;BLU OTTANIO;NEPTUNE;PELLE
151M;151M;GREI.CH.MX GRIG.;NEPTUNE;PELLE
151N;151N;VERDE MX GRIG.;NEPTUNE;PELLE
151P;151P;CUOIO CH.MX GIAL.;NEPTUNE;PELLE
1520;1520;CUOIO 7;SUEDE;PELLE
1521;1521;MASTICE;SUEDE;PELLE
1522;1522;CASTAGNA;SUEDE;PELLE
1523;1523;CAFFÈ;SUEDE;PELLE
152A;152A;GRIGIO CHIARO;TAGO;PELLE
152B;152B;ROSSO BRILLANTE;TAGO;PELLE
152C;152C;FUCSIA;TAGO;PELLE
1531;1531;MARRONE SCURO;SUEDE;PELLE
1532;1532;MELANZANA;SUEDE;PELLE
1533;1533;BLU SCURO;SUEDE;PELLE
1534;1534;NERO;SUEDE;PELLE
1535;1535;ROSSO OLD;LE MANS;PELLE
1536;1536;BIANCO AURORA;MONZA;PELLE
1537;1537;GIALLO;MONZA;PELLE
1538;1538;GHIACCIO;MONZA;PELLE
153A;153A;MARRONE MEDIO;CASTLEROCK;PELLE
153B;153B;MARRONE ROSSICCIO;CASTLEROCK;PELLE
153C;153C;MARRONE SCURO;CASTLEROCK;PELLE
1549;1549;BORDEAUX;NATURE;PELLE
154A;154A;ROSSO;PLANET;PELLE
154B;154B;BIANCO;PLANET;PELLE
154C;154C;TORTORA SCURO;PLANET;PELLE
1557;1557;VANIGLIA;SUEDE;PELLE
1558;1558;CAMMELLO;SUEDE;PELLE
1559;1559;VERDE ACIDO;SUEDE;PELLE
155A;155A;MARRONE;MONTANA;PELLE
1560;1560;MARRONE;SUEDE;PELLE
1561;1561;CUOIO C.MX ARANCIO;RUSTIC;PELLE
1562;1562;MARRONE MX RAME;RUSTIC;PELLE
1563;1563;MARRONE SCU.FREDDO;RUSTIC;PELLE
1564;1564;BLU SCURO;RUSTIC;PELLE
1565;1565;GRIGIO SCU.CALDO;RUSTIC;PELLE
1566;1566;TAUPE CALDO;RUSTIC;PELLE
1567;1567;VERDE SCURO;RUSTIC;PELLE
1568;1568;CUOIO SCU.MX ROSA;RUSTIC;PELLE
156A;156A;MARRONE DORATO;TEXAS;PELLE
156B;156B;CASTAGNA;TEXAS;PELLE
156C;156C;MARRONE;TEXAS;PELLE
156D;156D;BORDEAUX;TEXAS;PELLE
156E;156E;AVORIO;TEXAS;PELLE
1570;1570;VANIGLIA;LE MANS;PELLE
1571;1571;MARRONE SC.FREDDO;LE MANS;PELLE
1572;1572;BLU;LE MANS;PELLE
1573;1573;CREMA;LE MANS;PELLE
1574;1574;PALISSANDRO;LE MANS;PELLE
1575;1575;GREIGE CH.;LE MANS;PELLE
1576;1576;NERO;LE MANS;PELLE
1577;1577;MARRONE SCURO;PIAVE;PELLE
1578;1578;MARRONE;PIAVE;PELLE
1579;1579;MENTA;LE MANS;PELLE
157A;157A;BIANCO IK;GRANN;PELLE
157A;157A;BIANCO;PASADENA PLUS;PELLE
157B;157B;NERO IK;GRANN;PELLE
157B;157B;GRIGIO;PASADENA PLUS;PELLE
157C;157C;CANNA DI FUCILE;PASADENA PLUS;PELLE
157D;157D;NERO;PASADENA PLUS;PELLE
157E;157E;CONCHIGLIA;PASADENA PLUS;PELLE
1580;1580;ARANCIO;LE MANS;PELLE
1581;1581;GREIGE CHIARO;LE MANS;PELLE
1582;1582;GRIGIO CH. FREDDO;LE MANS;PELLE
1583;1583;BORDEAUX;LE MANS;PELLE
1584;1584;BORDEAUX;HEIRLOOM;PELLE
1585;1585;CUOIO;HEIRLOOM;PELLE
1588;1588;GRIGIO;NATURE;PELLE
158A;158A;MARRONE;WINCHESTER;PELLE
158B;158B;CAMOSCIO;WINCHESTER;PELLE
158C;158C;ANTRACITE;WINCHESTER;PELLE
1590;1590;MARRONE;HEIRLOOM;PELLE
1591;1591;BLU;HEIRLOOM;PELLE
1593;1593;MARRONE CHIARO;LE MANS;PELLE
1596;1596;MARRONE;BUFFALO;PELLE
159A;159A;AVORIO;CALIFORNIA;PELLE
159B;159B;ROSSO;CALIFORNIA;PELLE
159C;159C;VIOLA;CALIFORNIA;PELLE
159D;159D;FUNGO;CALIFORNIA;PELLE
15A1;15A1;GREI.CH.MX BRONZO;MARTELLI;PELLE
15A2;15A2;BIANCO CALDO;MARTELLI;PELLE
15A3;15A3;CUOIO CH.MX GIALLA;MARTELLI;PELLE
15A4;15A4;CUOIO S.MX ARANCIO;MARTELLI;PELLE
15AA;15AA;CELESTE;MONZA;PELLE
15AB;15AB;ROSSO;MONZA;PELLE
15AC;15AC;VERDE MUSCHIO;MONZA;PELLE
15AD;15AD;NERO;MONZA;PELLE
15AE;15AE;MARRONE SCURO;BARI;PELLE
15AF;15AF;BRANDY;BARI;PELLE
15AG;15AG;GRIGIO;BARI;PELLE
15B1;15B1;BEIGE CH.MX GIALLA;ARIZONA;PELLE
15B2;15B2;GRIGIO MX VERDE;ARIZONA;PELLE
15B3;15B3;CUOIO CH.MX GIALLA;ARIZONA;PELLE
15BA;15BA;MARRONE;SIESTA;PELLE
15BC;15BC;MARRONE SCURO;INTERLAGOS;PELLE
15BD;15BD;TESTA DI MORO;CAPITELLO;PELLE
15BE;15BE;SAMBUCO;CAPITELLO;PELLE
15BF;15BF;NERO;CAPITELLO;PELLE
15C1;15C1;BIANCO FR.;LE MANS;PELLE
15C2;15C2;GREIG CH MX GRI;LE MANS;PELLE
15C3;15C3;GREIGE CH MX BRON.;LE MANS;PELLE
15C4;15C4;BEIGE CH MX ROSA;LE MANS;PELLE
15C5;15C5;CUOIO C.MX CAMMEL.;LE MANS;PELLE
15C6;15C6;BEIGE CH MX.ROSA;LE MANS;PELLE
15C7;15C7;GIALLO MX OCR;LE MANS;PELLE
15C8;15C8;VERDE MX.GRI.;LE MANS;PELLE
15C9;15C9;VIOLA MX.ROSS.;LE MANS;PELLE
15CA;15CA;VIOLA;LE MANS;PELLE
15CB;15CB;CUOIO ARANCIATO;LE MANS;PELLE
15CC;15CC;BORDEAUX OLD;LE MANS;PELLE
15CD;15CD;CARMINIO;LE MANS;PELLE
15CE;15CE;VERDAZZURRO OPACO;LE MANS;PELLE
15CF;15CF;VISONE;LE MANS;PELLE
15CG;15CG;ANTRACITE OLD;LE MANS;PELLE
15CH;15CH;CUOIO;LE MANS;PELLE
15CI;15CI;BIANCO CALDO;LE MANS;PELLE
15CJ;15CJ;GIRASOLE;LE MANS;PELLE
15CK;15CK;INDACO;LE MANS;PELLE
15CL;15CL;CREMA OLD;LE MANS;PELLE
15CM;15CM;BEIGE CALDO;LE MANS;PELLE
15CN;15CN;ROSSO MATTONE;LE MANS;PELLE
15CQ;15CQ;MARRONE SC. CALDO;LE MANS;PELLE
15CR;15CR;ROSSO CILIEGIA;LE MANS;PELLE
15CS;15CS;GRIGIO OLD;LE MANS;PELLE
15CT;15CT;GREIGE S.MX.GRIGIA;LE MANS;PELLE
15CU;15CU;MASTICE;LE MANS;PELLE
15CW;15CW;BIANCO FREDDO;LE MANS;PELLE
15CX;15CX;ROSSO.;LE MANS;PELLE
15CY;15CY;BLU NAVY;LE MANS;PELLE
15CZ;15CZ;BIANCO LATTE;LE MANS;PELLE
15D1;15D1;GRIGIO MEDIO;LE MANS;PELLE
15D2;15D2;GIALLO MX LIME;LE MANS;PELLE
15D3;15D3;BLU SCURO;LE MANS;PELLE
15D4;15D4;VERDE BOSCO;LE MANS;PELLE
15D5;15D5;ROSA MX GRIGIA;LE MANS;PELLE
15D6;15D6;GRIGIO MEDIO;LE MANS;PELLE
15D7;15D7;GRIGIO SC. FREDDO;LE MANS;PELLE
15D8;15D8;ARANCIO MX MATTONE;LE MANS;PELLE
15D9;15D9;GIALLO2;LE MANS;PELLE
15DA;15DA;LILLA;SUEDE;PELLE
15DB;15DB;VIOLA;SUEDE;PELLE
15DC;15DC;PRUGNA;SUEDE;PELLE
15DD;15DD;ROSSO ARANCIATO;SUEDE;PELLE
15DE;15DE;BLUETTO;SUEDE;PELLE
15DF;15DF;VERDE GRIGIO;SUEDE;PELLE
15DG;15DG;COGNAC;SUEDE;PELLE
15DH;15DH;CUOIO;SUEDE;PELLE
15DI;15DI;TORTORA;VENEZIA;PELLE
15DL;15DL;CREMA;VENEZIA;PELLE
15DM;15DM;BEIGE;VENEZIA;PELLE
15DN;15DN;GRIGIO;VENEZIA;PELLE
15DP;15DP;CAFFE';VENEZIA;PELLE
15DQ;15DQ;NERO;VENEZIA;PELLE
15E1;15E1;ROSSO;LE MANS;PELLE
15E2;15E2;VERDE CACTUS;LE MANS;PELLE
15E3;15E3;BLU MARE;LE MANS;PELLE
15E5;15E5;GREIGE C.MX BRONZO;LE MANS;PELLE
15E6;15E6;MARRONE SC. CALDO;LE MANS;PELLE
15E7;15E7;GRIGIO CH. FREDDO;LE MANS;PELLE
15E8;15E8;CELESTE;LE MANS;PELLE
15E9;15E9;GREIGE SC.MX VERDE;LE MANS;PELLE
15EA;15EA;PORTO;MEMPHIS;PELLE
15EB;15EB;CANNELLA;MEMPHIS;PELLE
15ED;15ED;CIOCCOLATO;NAPOLI;PELLE
15EE;15EE;MARRONE SCURO;NAPOLI;PELLE
15EF;15EF;SANGUE;NAPOLI;PELLE
15EG;15EG;FUNGO;NAPOLI;PELLE
15EH;15EH;CARAMELLO;NAPOLI;PELLE
15F1;15F1;ROSA MEDIO;LE MANS;PELLE
15F2;15F2;GIALLO;LE MANS;PELLE
15F3;15F3;VERDE MUSCHIO;LE MANS;PELLE
15F4;15F4;BEIGE MX DORATA;LE MANS;PELLE
15FA;15FA;BEIGE CH.MX ROSA;LE MANS;PELLE
15FB;15FB;GREIGE CH.MX VERDE;LE MANS;PELLE
15FC;15FC;MARRONE;RICHMOND;PELLE
15FD;15FD;MARRONE SCURO;DOUGLAS;PELLE
15G2;15G2;ARANCIO MANDARINO;PHOENIX;PELLE
15G3;15G3;TORTORA CHIARO;PHOENIX;PELLE
15G4;15G4;BLU;PHOENIX;PELLE
15G5;15G5;MELANZANA;PHOENIX;PELLE
15G6;15G6;BIANCO PANNA;PHOENIX;PELLE
15G7;15G7;TORTORA SCURO;PHOENIX;PELLE
15G8;15G8;GRIGIO CHIARO;PHOENIX;PELLE
15G9;15G9;SASSO SCURO;PHOENIX;PELLE
15GA;15GA;CORDA;PHOENIX;PELLE
15GA;15GA;FC_TAUPE;PHOENIX;PELLE
15GB;15GB;BEIGE;PHOENIX;PELLE
15GB;15GB;BEIGE IK;PHOENIX;PELLE
15GB;15GB;FC_BEIGE;PHOENIX;PELLE
15GC;15GC;BRANDY;PHOENIX;PELLE
15GC;15GC;FC_TAN;PHOENIX;PELLE
15GD;15GD;FC_BURGUNDY;PHOENIX;PELLE
15GD;15GD;TEGOLA;PHOENIX;PELLE
15GD;15GD;TEGOLA IK;PHOENIX;PELLE
15GE;15GE;FC_BROWN;PHOENIX;PELLE
15GE;15GE;TESTA DI MORO;PHOENIX;PELLE
15GE;15GE;TESTA DI MORO IK;PHOENIX;PELLE
15GF;15GF;FC_BLACK;PHOENIX;PELLE
15GF;15GF;NERO;PHOENIX;PELLE
15GF;15GF;NERO IK;PHOENIX;PELLE
15GG;15GG;BIANCO;PHOENIX;PELLE
15GG;15GG;BIANCO IK;PHOENIX;PELLE
15GG;15GG;FC_WHITE;PHOENIX;PELLE
15GH;15GH;BLU IK;PHOENIX;PELLE
15GH;15GH;BLU.;PHOENIX;PELLE
15GH;15GH;FC_BLUE;PHOENIX;PELLE
15GI;15GI;VIOLA;PHOENIX;PELLE
15GL;15GL;VERDE;PHOENIX;PELLE
15GM;15GM;ARANCIO CHIARO;PHOENIX;PELLE
15GM;15GM;ARANCIO CHIARO IK;PHOENIX;PELLE
15GN;15GN;BEIGE R.IK;PHOENIX;PELLE
15GN;15GN;BEIGE ROSATO;PHOENIX;PELLE
15GN;15GN;FC_BEIGE;PHOENIX;PELLE
15GP;15GP;FC_YELLOW;PHOENIX;PELLE
15GP;15GP;VANIGLIA;PHOENIX;PELLE
15GQ;15GQ;CELESTE POLVERE;PHOENIX;PELLE
15GR;15GR;ALBICOCCA DORATA;PHOENIX;PELLE
15GR;15GR;FC_YELLOW;PHOENIX;PELLE
15GS;15GS;FC_TAUPE;PHOENIX;PELLE
15GS;15GS;TORTORA CALDO;PHOENIX;PELLE
15GT;15GT;FC_RED;PHOENIX;PELLE
15GT;15GT;ROSSO GRANATO;PHOENIX;PELLE
15GT;15GT;ROSSO GRANATO IK;PHOENIX;PELLE
15GU;15GU;FC_IVORY;PHOENIX;PELLE
15GU;15GU;ROSA AVORIO;PHOENIX;PELLE
15GU;15GU;ROSA AVORIO IK;PHOENIX;PELLE
15GV;15GV;AZZURO CHIARO;PHOENIX;PELLE
15GV;15GV;AZZURO CHIARO IK;PHOENIX;PELLE
15GV;15GV;FC_GREY;PHOENIX;PELLE
15GZ;15GZ;BIANCO O. IK;PHOENIX;PELLE
15GZ;15GZ;BIANCO OTTICO;PHOENIX;PELLE
15GZ;15GZ;FC_WHITE;PHOENIX;PELLE
15H2;15H2;ANTRACITE;PHOENIX;PELLE
15H3;15H3;BORDEAUX;PHOENIX;PELLE
15HA;15HA;COCCO;POCONO;PELLE
15HB;15HB;NOCE;POCONO;PELLE
15HC;15HC;MARRONE;POCONO;PELLE
15IA;15IA;FC_BROWN;DARLINGTON;PELLE
15IA;15IA;MARRONE;DARLINGTON;PELLE
15IB;15IB;FC_NATURAL;DARLINGTON;PELLE
15IB;15IB;NATURALE;DARLINGTON;PELLE
15IC;15IC;MARRONE VIOLACEO;DARLINGTON;PELLE
15JA;15JA;MARRONE;NORA;PELLE
15JB;15JB;MARRONE BRUCIATO;NORA;PELLE
15JC;15JC;MARRONE MX RAME;ROCKFORD;PELLE
15JD;15JD;GREIGE C.MX GRIGIA;ROCKFORD;PELLE
15JE;15JE;CUOIO S.MX ARANCIO;ROCKFORD;PELLE
15JF;15JF;YELLOWI. LIGHT TAN;ROCKFORD;PELLE
15JG;15JG;CUOIO S.MX ARANCIO;ROCKFORD;PELLE
15JH;15JH;CUOIO C.MX ARANCIO;ROCKFORD;PELLE
15JI;15JI;VIOLA MX MAGENTA;ROCKFORD;PELLE
15KA;15KA;GRIGIO BLU;CARDIFF;PELLE
15KB;15KB;MARRONE CIOCCOLATO;CARDIFF;PELLE
15LA;15LA;FC_BROWN;TREND BUFFALO;PELLE
15LA;15LA;MARRONE ROSSO;TREND BUFFALO;PELLE
15LB;15LB;BORDEAUX;TREND BUFFALO;PELLE
15LB;15LB;FC_BURGUNDY;TREND BUFFALO;PELLE
15LC;15LC;FC_BLACK;TREND BUFFALO;PELLE
15LC;15LC;NERO;TREND BUFFALO;PELLE
15MA;15MA;FC_TAUPE;MURANO;PELLE
15MA;15MA;TORTORA;MURANO;PELLE
15MB;15MB;FC_RED;MURANO;PELLE
15MB;15MB;ROSSO;MURANO;PELLE
15MC;15MC;BLU;MURANO;PELLE
15MC;15MC;FC_BLUE;MURANO;PELLE
15MD;15MD;FC_BROWN;MURANO;PELLE
15MD;15MD;MARRONE;MURANO;PELLE
15ME;15ME;FC_BURGUNDY;MURANO;PELLE
15ME;15ME;SANGUE DI BUE;MURANO;PELLE
15MF;15MF;CANNA DA ZUCCHERO;MURANO;PELLE
15MF;15MF;FC_TAN;MURANO;PELLE
15MG;15MG;FC_BLACK;MURANO;PELLE
15MG;15MG;NERO;MURANO;PELLE
15MH;15MH;MARRONE;UTAH;PELLE
15NA;15NA;NOCE;LETE;PELLE
15NB;15NB;ROSSO;LETE;PELLE
15NC;15NC;PALISSANDRO;LETE;PELLE
15ND;15ND;BLU;LETE;PELLE
15NE;15NE;NERO;LETE;PELLE
15NF;15NF;MARRONE CHIARO;LETE;PELLE
15NG;15NG;ANTRACITE OLD;LETE;PELLE
15NH;15NH;CUOIO;LETE;PELLE
15NI;15NI;BIANCO CALDO;LETE;PELLE
15NL;15NL;FUNGO;LETE;PELLE
15NM;15NM;CREMA OLD;LETE;PELLE
15NN;15NN;GRIGIO OLD;LETE;PELLE
15NP;15NP;LILLA;LETE;PELLE
15NQ;15NQ;MASTICE;LETE;PELLE
15NR;15NR;BIANCO LATTE;LETE;PELLE
15NS;15NS;CORALLO;LETE;PELLE
15NT;15NT;VERDE;LETE;PELLE
15NU;15NU;BLU NAVY;LETE;PELLE
15NV;15NV;MARRONE SC. CALDO;LETE;PELLE
15OA;15OA;GREIGE C.MX.GRIGIA;YELLOWSTONE;PELLE
15OB;15OB;GRIGIO SCU. FREDDO;YELLOWSTONE;PELLE
15OC;15OC;CUOIO SC.MX.CAMM.;YELLOWSTONE;PELLE
15OD;15OD;BLU JEANS;YELLOWSTONE;PELLE
15PA;15PA;BIANCO;FIUMICINO;PELLE
15PA;15PA;FC_WHITE;FIUMICINO;PELLE
15PB;15PB;BEIGE;FIUMICINO;PELLE
15PB;15PB;FC_BEIGE;FIUMICINO;PELLE
15PC;15PC;FC_RED;FIUMICINO;PELLE
15PC;15PC;TEGOLA;FIUMICINO;PELLE
15PD;15PD;FC_BROWN;FIUMICINO;PELLE
15PD;15PD;TESTA DI MORO;FIUMICINO;PELLE
15PE;15PE;BEIGE ROSATO;FIUMICINO;PELLE
15PE;15PE;FC_BEIGE;FIUMICINO;PELLE
15PF;15PF;BLU.;FIUMICINO;PELLE
15PF;15PF;FC_BLUE;FIUMICINO;PELLE
15PG;15PG;FC_BLACK;FIUMICINO;PELLE
15PG;15PG;NERO;FIUMICINO;PELLE
15PH;15PH;FC_ORANGE;FIUMICINO;PELLE
15PH;15PH;TERRACOTTA;FIUMICINO;PELLE
15PI;15PI;FC_TAUPE;FIUMICINO;PELLE
15PI;15PI;TORTORA;FIUMICINO;PELLE
15PL;15PL;FC_RED;FIUMICINO;PELLE
15PL;15PL;ROSSO;FIUMICINO;PELLE
15PM;15PM;ALBICOCCA DORATA;FIUMICINO;PELLE
15PM;15PM;FC_YELLOW;FIUMICINO;PELLE
15PN;15PN;BRANDY;FIUMICINO;PELLE
15PN;15PN;FC_TAN;FIUMICINO;PELLE
15PP;15PP;FC_GREEN;FIUMICINO;PELLE
15PP;15PP;VERDE OLIVA;FIUMICINO;PELLE
15PQ;15PQ;BIANCO OTTICO;FIUMICINO;PELLE
15PQ;15PQ;FC_WHITE;FIUMICINO;PELLE
15PR;15PR;AZZURO CHIARO;FIUMICINO;PELLE
15PR;15PR;FC_GREY;FIUMICINO;PELLE
15PS;15PS;TORTORA SCURO;FIUMICINO;PELLE
15PT;15PT;GRIGIO CHIARO;FIUMICINO;PELLE
15PU;15PU;TORTORA CHIARO;FIUMICINO;PELLE
15QA;15QA;CUOIO;PIAVE;PELLE
15QB;15QB;BORDEAUX;PIAVE;PELLE
15RB;15RB;GRIGIO;BAGHERIA;PELLE
15RC;15RC;FANGO;BAGHERIA;PELLE
15SA;15SA;CUOIO SCURO;TUCSON;PELLE
15SB;15SB;MARRONE ROSSICCIO;TUCSON;PELLE
15SC;15SC;MARRONE SCURO;TUCSON;PELLE
15SD;15SD;NOCCIOLA;TUCSON;PELLE
15SE;15SE;TESTA DI MORO;TUCSON;PELLE
15SF;15SF;BLU;TUCSON;PELLE
15SG;15SG;CUOIO;TUCSON;PELLE
15SH;15SH;VINO ROSSO;TUCSON;PELLE
15TA;15TA;CUOIO SCURO;MONROE;PELLE
